"customer_id","geographic_location","loyalty_card","email_news","fav_category","gender","income_level"
599841,"B",1,1,"O","F",3
599897,"J",0,0,"O","F",1
599901,"J",1,0,"N","F",2
600019,"H",0,0,"N","M",1
600070,"E",0,0,"P","F",2
600214,"I",0,0,"M","F",3
600223,"G",0,1,"P","M",2
600228,"E",0,0,"L","F",2
600352,"I",0,0,"L","M",1
600367,"I",0,0,"M","M",3
600403,"A",0,0,"N","F",2
600533,"J",1,0,"M","F",2
600544,"J",0,0,"O","M",1
600597,"I",0,1,"P","M",1
600747,"C",0,0,"O","F",1
600809,"G",1,0,"N","F",2
600826,"J",0,0,"O","F",2
600970,"F",0,0,"Q","M",2
600973,"F",0,0,"M","F",1
600979,"B",0,0,"Q","F",1
601046,"I",0,1,"Q","F",2
601089,"E",0,0,"L","F",2
601097,"I",0,0,"M","F",3
601125,"E",1,0,"M","M",1
601150,"C",0,1,"L","F",3
601170,"J",0,0,"N","F",3
601179,"H",0,1,"O","F",2
601311,"C",1,1,"M","F",3
601325,"H",0,0,"Q","M",2
601344,"G",0,0,"L","M",3
601407,"H",0,0,"Q","M",2
601442,"G",0,0,"M","F",1
601488,"H",0,0,"M","F",2
601501,"D",0,1,"N","M",3
601538,"E",0,1,"Q","F",2
601644,"A",0,0,"P","F",2
601665,"D",0,0,"O","F",1
601694,"A",0,1,"M","M",3
601709,"G",0,1,"O","F",3
601731,"G",0,0,"L","M",3
601750,"B",0,1,"P","F",1
601829,"I",0,0,"N","F",3
601918,"I",1,0,"Q","F",2
601932,"A",0,0,"N","M",3
601939,"C",0,0,"O","M",2
601979,"B",0,0,"L","F",2
601997,"I",0,0,"N","M",3
602004,"J",0,0,"O","M",1
602028,"E",0,1,"L","F",1
602071,"H",0,0,"O","M",2
602079,"E",0,0,"N","F",2
602219,"J",0,0,"N","M",2
602253,"E",0,0,"Q","M",2
602381,"H",0,1,"L","M",3
602384,"G",0,0,"L","M",2
602414,"G",0,1,"O","M",2
602468,"J",0,0,"N","M",1
602705,"E",0,1,"P","F",1
602855,"E",0,0,"Q","M",2
602886,"I",0,1,"Q","F",2
602932,"H",0,1,"N","M",2
603029,"J",0,0,"O","M",1
603096,"H",0,1,"L","F",2
603197,"E",0,0,"O","F",3
603270,"C",0,0,"O","M",3
603299,"A",0,0,"O","M",2
603320,"B",0,0,"O","F",1
603350,"F",0,0,"M","F",2
603431,"D",0,1,"N","F",2
603478,"D",0,1,"L","F",1
603516,"J",1,0,"O","F",1
603573,"D",0,1,"O","F",2
603588,"F",0,0,"P","F",1
603609,"B",0,0,"P","M",3
603680,"I",1,1,"O","M",1
603693,"A",0,0,"L","M",1
603835,"C",0,1,"M","F",2
603845,"D",0,0,"P","M",1
603885,"D",0,0,"Q","M",1
603897,"F",0,0,"Q","F",3
603946,"A",0,0,"N","F",1
604019,"C",0,1,"O","M",2
604133,"I",0,0,"N","F",2
604160,"F",0,1,"Q","M",1
604173,"I",0,0,"L","M",3
604230,"A",0,0,"O","M",1
604317,"H",0,0,"O","F",3
604329,"B",0,0,"P","F",3
604496,"I",0,0,"N","F",1
604548,"A",0,1,"M","F",1
604549,"J",0,1,"L","F",3
604559,"C",0,0,"O","M",1
604601,"D",0,0,"N","M",3
604677,"B",0,1,"N","M",1
604698,"I",0,1,"N","F",3
604731,"F",0,1,"P","F",1
604760,"I",0,1,"P","F",2
604819,"F",0,1,"O","M",3
604900,"G",0,0,"L","F",2
604932,"J",0,0,"N","M",3
605011,"H",1,0,"O","F",2
605032,"H",0,1,"M","M",1
605051,"G",0,0,"L","F",3
605052,"C",0,0,"Q","M",3
605119,"C",0,1,"N","M",1
605221,"E",0,1,"O","M",1
605271,"J",0,0,"Q","M",3
605312,"B",0,0,"M","F",3
605623,"D",0,0,"O","M",3
605800,"H",1,0,"L","F",1
605812,"J",0,0,"N","M",1
605902,"A",1,0,"Q","M",1
605903,"F",1,0,"N","F",2
605923,"H",0,1,"P","M",3
605932,"E",0,1,"M","F",1
606027,"I",1,1,"M","M",3
606052,"C",0,1,"Q","M",2
606152,"B",0,0,"O","F",2
606220,"A",0,0,"Q","F",1
606331,"J",0,0,"O","F",2
606379,"G",0,0,"Q","M",1
606646,"A",0,0,"N","M",2
606668,"C",0,1,"O","F",1
606696,"E",1,1,"Q","M",3
606710,"D",0,0,"L","M",1
606731,"D",0,0,"Q","F",2
606752,"H",0,0,"N","F",2
606773,"J",0,1,"L","F",1
606777,"I",0,0,"M","F",3
606828,"C",1,0,"N","M",3
606831,"I",0,0,"Q","M",2
606869,"F",0,0,"N","F",1
606900,"G",0,0,"O","M",2
606950,"G",1,1,"N","M",1
606982,"J",0,0,"N","F",1
606992,"B",0,1,"P","F",1
606993,"A",0,0,"P","M",1
607002,"J",0,0,"N","F",2
607050,"G",0,1,"P","M",3
607110,"D",0,1,"Q","M",2
607149,"F",0,1,"N","M",1
607179,"B",0,1,"N","F",1
607180,"E",0,1,"N","M",1
607196,"A",1,1,"N","F",2
607242,"I",0,0,"N","F",3
607267,"D",0,1,"P","M",1
607332,"G",1,0,"N","M",2
607336,"I",0,1,"N","F",2
607364,"I",0,0,"N","M",1
607377,"I",0,0,"P","F",3
607517,"G",0,0,"M","M",3
607572,"F",0,0,"M","F",1
607641,"A",0,0,"N","M",3
607764,"G",0,1,"N","F",1
607797,"J",0,0,"M","F",1
607947,"I",0,0,"O","F",2
607979,"C",0,0,"P","M",3
607996,"C",1,0,"L","M",3
608040,"J",0,0,"N","F",3
608044,"C",0,1,"P","M",2
608055,"A",0,0,"P","F",2
608076,"I",0,0,"Q","F",3
608077,"G",0,1,"Q","M",1
608114,"C",0,1,"O","M",3
608345,"E",0,0,"N","M",1
608396,"F",0,0,"M","F",2
608434,"B",0,0,"O","M",1
608564,"F",0,0,"N","M",1
608579,"D",0,0,"O","M",1
608636,"I",1,0,"M","M",1
608665,"A",0,0,"O","M",3
608726,"G",0,0,"O","M",3
608771,"B",0,0,"O","F",3
608781,"E",1,1,"O","M",3
608826,"I",0,1,"N","F",2
608907,"B",0,0,"L","F",3
608945,"G",0,1,"N","F",1
608950,"B",0,0,"L","F",2
609021,"H",0,0,"P","M",2
609103,"J",0,0,"P","F",3
609106,"C",0,0,"O","F",2
609127,"I",0,1,"N","M",3
609348,"G",1,0,"N","F",2
609375,"H",0,0,"O","M",1
609378,"C",0,0,"Q","M",1
609498,"I",0,1,"Q","M",3
609514,"I",1,0,"Q","F",1
609570,"G",1,0,"N","F",1
609750,"B",0,0,"O","M",3
609774,"F",1,1,"O","M",1
609805,"C",0,0,"P","M",3
609880,"F",0,0,"N","M",3
609946,"D",0,0,"O","M",1
609949,"C",0,1,"L","F",1
609956,"A",0,1,"N","F",2
610019,"C",0,0,"O","M",3
610063,"F",0,1,"Q","M",3
610128,"G",0,1,"L","M",3
610173,"D",0,0,"P","F",1
610191,"I",0,0,"O","F",2
610214,"A",0,0,"P","M",3
610285,"A",0,0,"Q","F",1
610345,"B",0,1,"N","M",3
610392,"F",0,1,"L","M",1
610563,"D",0,1,"M","M",3
610584,"A",0,0,"L","M",2
610598,"D",0,0,"Q","M",2
610623,"F",0,1,"O","F",3
610624,"B",0,0,"M","M",3
610639,"D",1,1,"O","M",3
610644,"A",1,1,"Q","F",3
610675,"A",0,1,"Q","F",1
610681,"A",0,0,"L","F",2
610780,"A",0,1,"L","F",2
610782,"B",0,1,"N","F",3
610792,"G",0,0,"M","M",3
610823,"F",0,0,"O","F",3
610886,"B",0,0,"N","M",2
611008,"G",0,0,"L","F",3
611026,"F",0,1,"N","F",3
611130,"C",0,0,"P","F",1
611157,"D",0,0,"Q","F",3
611330,"D",0,0,"Q","M",3
611368,"J",0,0,"Q","M",3
611390,"E",0,0,"M","M",2
611418,"B",1,0,"L","M",2
611463,"E",0,1,"Q","M",3
611496,"B",0,0,"M","M",3
611535,"B",0,1,"O","F",3
611576,"B",0,0,"L","F",2
611584,"G",0,0,"O","M",2
611625,"B",0,0,"M","F",2
611741,"J",0,0,"Q","F",3
611792,"I",0,0,"P","F",3
611795,"A",0,1,"N","M",1
611927,"C",0,0,"M","M",2
611929,"I",0,0,"Q","F",3
611962,"E",0,0,"L","M",1
611977,"D",0,0,"Q","F",1
611988,"I",0,0,"O","M",3
611996,"B",0,0,"M","F",2
612051,"C",0,0,"L","F",3
612093,"F",0,0,"P","F",3
612276,"I",0,0,"P","M",3
612347,"I",0,0,"L","F",2
612400,"J",0,0,"L","F",2
612468,"J",0,0,"P","M",2
612480,"I",0,0,"Q","M",1
612483,"B",0,0,"L","M",2
612487,"G",0,1,"L","M",2
612594,"J",0,1,"N","F",3
612628,"H",0,0,"Q","F",1
612637,"E",1,0,"M","F",3
612740,"B",0,1,"N","F",1
612778,"B",0,0,"L","M",1
612838,"H",0,0,"O","M",2
612977,"F",0,1,"L","M",1
612979,"D",1,1,"O","F",2
613031,"F",0,1,"M","M",2
613034,"G",0,0,"Q","F",2
613087,"J",0,1,"M","M",1
613170,"J",0,0,"Q","M",1
613238,"B",1,0,"P","F",3
613245,"G",0,0,"O","M",1
613272,"J",0,0,"P","M",1
613306,"E",0,0,"O","F",2
613321,"G",0,0,"M","F",3
613453,"C",0,1,"L","F",1
613516,"F",0,0,"L","F",1
613600,"I",0,0,"P","M",3
613664,"E",0,0,"Q","M",3
613726,"B",0,0,"Q","F",3
613904,"J",0,0,"Q","M",3
613979,"A",0,0,"L","F",3
613997,"G",0,0,"O","M",1
614026,"A",0,1,"Q","M",3
614065,"F",0,1,"M","M",1
614067,"D",0,0,"N","M",3
614117,"A",0,1,"O","F",2
614229,"B",0,1,"O","F",1
614239,"A",0,0,"O","F",3
614330,"G",0,0,"O","F",3
614462,"C",0,0,"P","M",3
614490,"C",0,1,"O","M",1
614565,"C",0,0,"P","M",2
614628,"F",0,0,"Q","M",1
614649,"I",1,1,"L","F",1
614718,"C",0,0,"P","F",1
614805,"I",0,0,"N","F",1
614837,"C",0,0,"N","F",1
614849,"A",0,1,"N","M",1
614861,"H",0,0,"L","M",3
614877,"E",1,0,"L","M",3
614912,"H",0,0,"O","M",1
614913,"E",0,0,"M","F",2
614915,"D",1,1,"N","M",3
614967,"J",1,0,"N","M",1
615036,"G",0,1,"O","F",3
615066,"F",1,0,"Q","F",3
615116,"I",0,0,"Q","F",3
615124,"D",1,0,"Q","M",3
615205,"H",0,0,"O","F",3
615231,"B",1,0,"Q","M",2
615335,"D",0,0,"P","M",3
615345,"I",0,1,"M","F",1
615378,"B",0,0,"M","F",2
615385,"I",0,0,"P","F",1
615403,"C",0,0,"L","F",2
615474,"H",0,0,"O","F",1
615564,"A",0,0,"L","M",1
615601,"H",0,0,"O","F",3
615659,"A",0,0,"O","M",3
615686,"I",0,1,"Q","M",1
615698,"J",0,1,"O","F",3
615826,"J",0,0,"P","F",3
615851,"E",0,0,"O","M",3
615874,"C",0,1,"O","F",1
615911,"F",0,0,"M","F",3
615924,"C",0,0,"M","F",3
615989,"A",0,0,"O","F",2
616012,"G",0,1,"P","F",1
616063,"F",0,0,"P","M",1
616111,"B",0,0,"Q","M",2
616162,"C",0,0,"P","M",2
616173,"J",0,0,"L","M",1
616194,"B",0,0,"N","F",1
616225,"I",0,1,"N","M",1
616236,"J",0,0,"L","F",3
616347,"I",0,1,"M","F",1
616430,"J",0,0,"M","F",3
616507,"J",0,1,"N","F",1
616517,"E",0,0,"M","M",1
616530,"F",0,0,"M","F",2
616585,"E",0,0,"M","M",1
616709,"H",0,0,"L","M",2
616767,"H",0,0,"P","F",2
616790,"C",0,0,"Q","F",3
616810,"C",0,0,"M","M",1
616852,"E",0,0,"O","M",2
616874,"J",0,0,"P","F",1
616977,"H",0,0,"L","F",2
617072,"B",0,1,"O","F",2
617086,"F",0,0,"O","F",2
617244,"J",0,0,"O","F",1
617301,"J",0,0,"M","F",1
617449,"D",0,1,"P","F",3
617651,"E",0,0,"O","F",2
617667,"G",0,0,"N","M",2
617771,"B",0,1,"L","F",1
617785,"H",0,0,"M","M",2
617922,"B",0,0,"M","M",1
618071,"D",1,0,"L","M",2
618087,"B",0,0,"O","M",3
618088,"H",0,0,"N","F",1
618105,"A",0,1,"L","F",2
618198,"B",0,0,"M","M",2
618311,"H",0,1,"M","M",2
618387,"I",0,0,"Q","F",2
618418,"F",0,0,"Q","M",2
618419,"B",0,0,"O","M",3
618436,"H",0,1,"N","F",1
618471,"D",0,1,"O","M",3
618523,"B",0,1,"N","M",3
618535,"G",0,1,"M","M",1
618713,"I",0,0,"L","M",1
618728,"I",0,1,"P","F",3
618734,"E",0,0,"Q","F",1
618752,"B",0,0,"N","M",1
618810,"G",0,0,"O","M",2
618812,"C",0,1,"Q","F",3
618827,"J",0,0,"O","F",2
618833,"H",0,0,"P","M",1
618848,"F",0,0,"M","M",2
618881,"D",0,0,"O","F",1
618893,"H",0,0,"L","M",1
618922,"D",0,0,"M","F",1
618941,"A",0,0,"Q","F",3
618953,"J",0,0,"L","F",2
618958,"A",0,0,"Q","F",1
618982,"A",1,1,"P","F",2
619186,"H",0,0,"M","F",3
619202,"H",0,1,"O","M",2
619208,"F",0,1,"N","F",2
619319,"H",0,0,"Q","F",2
619517,"J",0,0,"M","F",1
619537,"I",1,1,"M","F",2
619539,"F",0,0,"N","F",3
619672,"H",0,0,"P","M",3
619693,"C",0,0,"O","F",1
619824,"H",1,0,"M","M",1
619837,"D",0,0,"L","F",3
619954,"C",1,0,"N","M",2
620039,"E",0,0,"N","M",1
620178,"H",0,0,"P","M",3
620183,"B",0,1,"Q","F",1
620233,"C",0,0,"N","F",2
620234,"G",0,0,"L","F",2
620357,"E",0,0,"L","F",2
620417,"B",1,1,"M","M",1
620427,"H",0,1,"Q","M",2
620595,"I",0,0,"Q","M",3
620667,"J",0,0,"M","F",1
620697,"H",0,0,"N","M",3
620852,"J",0,1,"Q","M",2
620858,"D",0,0,"L","F",1
620932,"D",0,1,"Q","F",1
620943,"J",0,1,"N","M",1
620969,"A",0,1,"M","F",2
620994,"H",0,0,"N","F",3
621005,"H",0,1,"O","F",2
621017,"B",0,0,"P","F",3
621079,"E",0,1,"O","F",2
621114,"F",0,1,"Q","F",1
621133,"I",0,1,"N","F",2
621161,"E",0,0,"N","F",1
621243,"J",0,0,"N","M",2
621262,"J",0,0,"L","M",3
621276,"I",0,0,"P","F",1
621324,"G",0,0,"N","F",2
621387,"J",0,0,"Q","F",1
621390,"F",0,0,"O","M",2
621421,"D",0,0,"M","M",2
621455,"H",1,0,"M","M",3
621531,"G",0,0,"O","M",1
621562,"G",1,0,"Q","F",1
621661,"D",0,0,"O","M",3
621694,"H",0,1,"O","F",1
621785,"I",0,1,"L","F",2
621806,"G",0,0,"M","M",3
621826,"B",1,1,"L","M",3
621833,"D",0,0,"O","M",3
621920,"C",0,1,"M","F",1
622005,"A",0,0,"P","M",1
622037,"H",0,0,"P","F",3
622101,"F",0,0,"L","F",2
622146,"D",0,0,"O","M",3
622201,"D",0,1,"Q","F",3
622245,"C",0,1,"Q","M",3
622258,"C",0,1,"M","M",2
622303,"G",0,1,"M","F",1
622307,"B",0,1,"O","M",3
622332,"G",0,0,"N","M",2
622383,"C",1,0,"M","F",3
622390,"G",0,0,"O","F",2
622448,"B",0,0,"N","F",2
622465,"J",0,1,"M","M",2
622493,"H",1,1,"M","F",1
622510,"B",0,0,"M","M",2
622596,"H",0,0,"O","F",2
622633,"E",0,1,"Q","M",2
622668,"A",0,0,"L","M",2
622692,"H",0,1,"M","F",3
622742,"E",0,0,"M","F",1
622745,"H",1,0,"L","F",3
622868,"D",0,1,"N","F",1
622911,"C",0,0,"N","F",2
623017,"G",0,1,"L","F",3
623111,"I",0,0,"M","F",1
623112,"H",0,0,"L","M",1
623145,"E",0,0,"Q","F",1
623156,"I",0,1,"M","M",1
623169,"J",0,1,"M","F",1
623233,"E",0,1,"Q","F",2
623314,"E",0,0,"L","F",1
623343,"I",0,1,"M","M",3
623392,"J",0,0,"P","F",2
623417,"I",0,1,"O","F",1
623443,"I",1,0,"P","M",3
623500,"A",0,0,"M","M",3
623513,"G",0,0,"N","M",1
623560,"I",0,0,"N","M",2
623565,"I",1,1,"L","M",1
623568,"F",0,1,"N","M",2
623695,"I",0,0,"Q","F",1
623731,"F",0,0,"N","F",1
623735,"J",0,1,"M","F",3
623749,"E",1,1,"L","F",2
623765,"H",0,0,"Q","F",3
623851,"F",0,0,"P","M",3
623856,"F",0,0,"Q","F",3
623859,"J",0,1,"O","M",2
623880,"H",0,0,"L","F",3
623885,"J",0,1,"P","F",1
623893,"F",0,0,"M","F",3
623902,"G",1,0,"Q","M",1
623920,"C",0,0,"M","F",2
623996,"J",0,1,"P","M",2
624048,"D",0,1,"P","F",3
624051,"C",0,0,"M","F",3
624079,"J",0,1,"N","F",2
624090,"H",0,0,"M","M",1
624106,"C",0,0,"N","M",3
624164,"E",0,0,"Q","M",3
624249,"D",1,1,"O","M",1
624269,"I",0,0,"M","M",2
624270,"H",0,0,"Q","F",2
624290,"E",0,1,"N","F",3
624382,"H",0,0,"L","M",2
624499,"H",0,1,"P","M",3
624522,"H",0,1,"L","M",1
624585,"B",0,0,"P","F",3
624589,"I",1,1,"M","M",3
624612,"F",0,1,"L","F",2
624650,"B",0,0,"P","F",1
624671,"E",0,0,"Q","F",2
624674,"H",0,0,"N","M",2
624695,"F",0,1,"N","M",3
624752,"J",0,1,"Q","F",3
624774,"C",0,0,"M","F",3
624857,"C",0,0,"M","F",2
624863,"C",0,0,"Q","F",3
624871,"J",0,1,"N","F",3
624880,"A",1,0,"Q","F",3
624996,"I",0,0,"O","F",1
625000,"A",0,1,"M","M",2
625084,"F",0,0,"P","M",1
625093,"F",0,0,"Q","M",1
625175,"A",0,1,"Q","F",3
625198,"H",0,0,"P","M",3
625345,"C",0,0,"L","M",3
625375,"A",0,0,"N","F",3
625471,"G",1,1,"L","F",2
625492,"H",0,0,"N","F",1
625609,"G",0,1,"P","M",1
625622,"E",0,0,"L","M",2
625690,"G",1,0,"Q","M",2
625699,"A",0,0,"M","M",1
625740,"A",0,0,"O","F",3
625769,"D",0,0,"Q","M",1
625776,"G",0,0,"Q","F",3
625840,"J",0,0,"O","F",1
625933,"B",0,1,"M","F",2
625978,"I",0,0,"Q","M",3
626047,"E",0,0,"N","F",1
626062,"A",0,0,"Q","F",2
626276,"B",0,0,"Q","M",2
626288,"F",0,0,"M","F",1
626337,"A",0,0,"L","M",3
626374,"I",0,0,"N","M",1
626440,"J",0,0,"Q","F",2
626465,"C",0,1,"P","F",3
626545,"G",0,0,"P","F",2
626552,"D",0,0,"L","M",1
626614,"F",0,0,"O","M",1
626649,"J",0,0,"P","F",2
626652,"A",0,0,"M","M",1
626854,"F",0,1,"N","M",1
626912,"E",1,1,"M","F",3
627018,"D",0,0,"Q","M",3
627045,"A",0,0,"M","M",1
627062,"A",0,0,"N","M",3
627068,"D",0,1,"P","M",2
627083,"H",0,0,"Q","M",1
627143,"H",0,0,"O","M",2
627229,"I",1,1,"M","F",1
627236,"I",0,0,"O","F",2
627244,"D",1,1,"O","F",2
627264,"C",0,0,"M","F",1
627336,"G",0,0,"P","F",3
627434,"G",0,1,"N","M",1
627439,"B",0,0,"P","M",3
627470,"I",0,1,"N","M",2
627518,"H",0,0,"Q","M",2
627524,"J",0,0,"P","M",2
627562,"J",0,1,"N","F",3
627605,"C",0,0,"M","M",2
627638,"F",0,0,"Q","M",1
627766,"F",0,1,"P","M",1
627773,"D",0,0,"M","F",2
627809,"I",1,0,"N","F",1
627832,"B",0,0,"P","F",3
627845,"C",0,0,"M","F",1
627856,"A",0,1,"L","F",3
627885,"A",0,0,"L","M",3
627913,"E",1,0,"Q","F",2
627933,"G",0,0,"N","F",2
627964,"G",0,1,"O","M",3
627983,"G",0,1,"L","M",3
628087,"D",0,0,"M","M",2
628111,"G",0,0,"Q","M",3
628162,"A",0,0,"L","F",3
628172,"A",0,0,"P","M",1
628282,"C",0,0,"L","F",1
628304,"H",0,0,"O","F",3
628444,"F",0,0,"O","M",3
628445,"G",0,1,"Q","M",3
628486,"I",0,0,"Q","F",3
628529,"C",0,0,"M","M",1
628673,"H",0,1,"L","F",1
628689,"B",0,0,"P","F",3
628698,"F",0,1,"O","M",2
628745,"J",0,0,"M","M",2
628862,"B",0,0,"M","M",3
628903,"I",0,1,"L","M",3
628920,"G",0,0,"M","F",2
628983,"F",0,1,"P","F",1
628987,"J",0,1,"L","F",3
628999,"B",0,0,"O","M",3
629086,"A",0,1,"Q","F",1
629116,"I",0,1,"N","F",2
629263,"B",0,1,"L","F",1
629276,"F",0,1,"O","F",1
629322,"I",0,1,"N","F",2
629338,"C",0,0,"P","F",2
629350,"C",0,0,"M","F",3
629400,"J",0,1,"Q","M",3
629471,"I",0,0,"M","M",3
629534,"H",0,0,"O","M",2
629540,"G",1,0,"P","F",1
629627,"A",0,0,"L","M",2
629640,"F",0,0,"Q","M",1
629681,"G",0,0,"L","F",1
629690,"A",0,0,"P","F",1
629705,"I",1,0,"Q","M",3
629712,"H",0,1,"N","F",3
629771,"E",0,0,"N","M",2
629822,"E",0,1,"M","M",1
629840,"B",0,1,"P","M",2
629852,"D",0,0,"P","M",1
629855,"A",0,1,"M","M",2
629859,"J",0,0,"O","M",3
629950,"G",0,0,"P","F",1
629963,"I",0,0,"P","M",2
629977,"C",0,1,"Q","F",3
630039,"F",0,0,"N","F",1
630089,"F",0,1,"O","M",3
630100,"C",0,0,"M","M",2
630105,"C",0,0,"P","F",3
630215,"F",0,1,"N","M",3
630237,"A",0,0,"O","M",3
630281,"E",0,0,"O","M",2
630325,"F",1,0,"N","M",2
630371,"H",0,0,"Q","F",2
630391,"D",0,1,"Q","F",1
630448,"H",0,1,"L","M",2
630479,"I",0,0,"O","M",2
630485,"H",0,0,"N","M",2
630543,"A",0,0,"M","M",3
630604,"J",0,0,"O","F",2
630640,"G",0,0,"M","M",2
630643,"J",0,0,"M","F",3
630711,"B",0,0,"M","M",1
630737,"H",0,0,"M","F",1
630750,"D",0,0,"L","M",2
630754,"J",0,0,"M","M",3
630775,"I",0,0,"O","M",2
630790,"J",0,1,"P","F",2
630836,"F",0,0,"L","F",1
630855,"D",0,0,"Q","M",3
630882,"F",0,0,"M","F",2
631067,"B",1,1,"N","F",3
631072,"F",0,0,"M","M",3
631139,"H",0,0,"P","M",2
631162,"H",0,0,"N","M",2
631197,"E",1,1,"Q","F",2
631276,"C",0,0,"M","M",2
631279,"H",0,0,"N","M",1
631390,"E",0,0,"Q","M",1
631484,"G",0,0,"Q","F",3
631559,"J",0,1,"L","M",2
631566,"D",0,0,"L","M",3
631603,"B",1,1,"Q","M",3
631610,"J",0,0,"Q","M",2
631624,"G",0,1,"P","F",3
631936,"A",0,0,"M","F",2
631943,"D",0,1,"M","F",2
631955,"A",0,0,"Q","F",2
632011,"C",0,1,"P","M",2
632060,"G",0,0,"N","F",2
632124,"C",0,1,"Q","F",2
632145,"C",0,1,"O","F",3
632168,"B",0,1,"O","F",3
632200,"H",0,1,"M","F",1
632269,"G",0,0,"P","M",2
632285,"B",0,0,"N","M",2
632295,"C",1,0,"N","F",3
632310,"H",0,0,"L","F",3
632321,"H",0,1,"M","M",1
632347,"G",1,0,"L","M",3
632384,"E",0,0,"O","M",2
632417,"H",0,0,"L","F",2
632520,"H",0,1,"P","M",1
632544,"D",1,0,"N","F",3
632678,"H",0,0,"L","F",2
632825,"A",1,0,"L","M",1
632845,"I",0,0,"O","F",2
632869,"C",1,1,"M","M",3
632945,"D",0,0,"N","M",1
632977,"B",0,0,"O","M",2
633054,"F",0,0,"Q","F",1
633078,"B",0,1,"N","F",3
633100,"F",0,0,"P","M",1
633133,"F",0,0,"L","F",3
633234,"D",0,1,"L","M",1
633255,"A",0,1,"Q","M",2
633303,"E",1,1,"M","M",3
633354,"E",0,1,"N","F",2
633358,"G",0,1,"O","M",1
633421,"H",0,1,"O","F",2
633442,"F",0,0,"L","F",3
633494,"D",0,0,"O","M",3
633526,"G",0,1,"N","F",2
633530,"G",0,1,"O","F",3
633555,"B",0,0,"O","F",2
633575,"C",0,0,"Q","F",2
633683,"B",0,1,"P","M",2
633706,"F",0,0,"L","M",2
633725,"A",0,1,"P","F",2
633733,"D",0,0,"M","F",2
633741,"B",0,0,"P","M",3
633787,"A",0,0,"O","M",3
633829,"J",0,0,"Q","F",1
633945,"A",0,0,"L","M",3
633964,"F",0,1,"M","M",3
633975,"F",1,0,"M","F",2
634178,"F",0,0,"L","F",1
634272,"A",1,0,"O","F",1
634273,"A",0,1,"N","M",3
634337,"J",0,0,"Q","F",3
634407,"J",0,0,"N","M",1
634448,"B",1,0,"N","M",2
634450,"G",0,0,"N","M",1
634453,"E",1,0,"Q","F",3
634469,"I",1,0,"N","M",3
634476,"H",0,0,"O","F",2
634486,"B",0,1,"P","F",2
634543,"D",0,0,"Q","M",3
634583,"C",1,1,"N","M",3
635021,"I",1,1,"O","F",2
635185,"F",0,0,"O","M",1
635203,"B",0,0,"Q","M",1
635230,"I",0,1,"L","F",3
635276,"G",0,0,"P","F",2
635317,"H",0,1,"N","M",2
635343,"C",0,0,"Q","F",2
635407,"J",0,1,"M","F",1
635418,"I",0,0,"L","M",3
635545,"A",0,0,"M","F",3
635554,"I",0,0,"O","F",1
635569,"E",0,0,"P","F",2
635757,"C",0,1,"O","M",1
635779,"G",0,0,"N","M",3
635952,"D",1,1,"M","M",3
635954,"H",0,0,"O","F",1
636021,"J",0,0,"L","M",2
636033,"D",0,0,"Q","F",2
636037,"A",1,1,"P","M",1
636043,"E",0,0,"P","F",1
636073,"B",0,1,"P","F",3
636198,"H",0,0,"L","M",2
636211,"C",0,0,"N","F",1
636250,"E",0,0,"P","F",3
636277,"H",0,0,"O","F",1
636288,"H",0,1,"M","F",2
636411,"F",0,1,"L","F",1
636422,"D",1,1,"Q","M",2
636434,"I",0,1,"L","M",1
636490,"H",0,0,"N","M",2
636535,"E",0,0,"O","F",2
636542,"G",0,0,"P","M",1
636554,"A",0,0,"P","F",1
636578,"C",0,0,"P","F",2
636637,"G",0,0,"M","F",1
636707,"F",0,0,"L","M",1
636748,"H",0,1,"N","M",3
636760,"C",1,1,"M","M",1
637025,"A",0,1,"N","M",1
637046,"D",0,0,"N","M",2
637083,"J",0,0,"Q","F",1
637114,"G",0,1,"M","F",3
637301,"J",0,0,"O","F",3
637314,"A",0,0,"L","M",2
637414,"A",0,0,"N","M",3
637419,"I",0,1,"L","F",1
637445,"H",0,1,"M","F",2
637486,"C",0,0,"M","M",2
637505,"A",0,1,"Q","F",3
637535,"E",0,1,"Q","F",2
637635,"J",0,0,"N","F",3
637662,"B",0,1,"Q","F",3
637680,"B",0,1,"M","M",3
637693,"F",0,0,"N","F",1
637725,"E",0,0,"O","F",1
637735,"C",0,0,"L","F",2
637865,"F",0,0,"M","F",2
637871,"I",0,0,"P","M",3
637890,"I",0,0,"O","M",3
637892,"B",0,1,"P","F",2
637934,"A",0,1,"N","F",2
638043,"G",0,1,"Q","M",1
638078,"G",0,0,"P","F",2
638083,"G",0,0,"P","F",1
638092,"E",0,0,"M","M",2
638180,"F",0,0,"N","F",2
638220,"H",0,1,"M","M",1
638313,"D",0,0,"O","F",2
638380,"C",0,1,"Q","M",3
638425,"F",0,0,"Q","F",2
638505,"E",1,1,"N","M",1
638523,"E",0,0,"N","M",3
638568,"C",0,0,"P","F",1
638728,"I",0,0,"O","M",3
638763,"A",0,0,"M","M",1
638845,"E",0,1,"Q","F",1
638852,"C",0,0,"M","M",1
638867,"J",0,0,"L","M",2
638971,"F",0,1,"M","F",1
639027,"F",0,1,"P","F",2
639046,"F",0,0,"O","F",2
639085,"H",0,0,"Q","M",1
639144,"F",0,0,"N","F",2
639232,"E",0,0,"N","F",3
639242,"D",0,0,"M","M",2
